PIERWSZE_IMIĘ,DRUGIE_IMIĘ,NAZWISKO,DATA URODZENIA
NATALIIA,KAZIMIERA,CENIUK,12-01-1956
VIKTORIIA,ANNA,WICHLIŃSKA,12-01-1935
BEATA,TERESA,IGRAS,25-03-1933
KRYSTYNA,BARBARA,KORDEK,24-11-2023
ELŻBIETA,MARIA,SKIBNIEWSKA,24-03-2024
TATSIANA,ALEKSANDRA,DOLATA,25-08-2015
DOROTA,ANNA,KAMIŃSKA,02-05-1980
ANETA,JOLANTA,RÓŻAŃSKA,23-07-1951
DARIA,DANUTA,KASPRZAK,19-06-1997
MILENA,BARBARA,SZENDERA,10-12-2017
OKSANA,OLGA,PALEJ,24-06-1981
KATARZYNA,ELŻBIETA,OLSZAK,16-12-1940
LENA,MARIA,CZAPLA,27-06-2023
JOANNA,DANUTA,STAŃCZAK,27-06-1950
KATSIARYNA,AGNIESZKA,BUJAK,17-11-1938
DOMINIKA,WIOLETA,BRZOZOWSKA,09-07-1950
MAJA,FRYDERYKA,BRODA,30-06-1960
TERESA,MILENA,WIŚNIEWSKA,28-07-1932
DOROTA,BARBARA,RUSAK,27-03-1992
MARIA,EWA,ZAKRZEWSKA,07-05-1954
LENA,ANETA,PESZKA,27-07-1965
ALINA,ANNA,SZYMCZAK,28-01-1961
MAGDALENA,ANNA,KACZOREK,10-01-2021
IRENA,MARTYNA,WITCZAK,24-02-1982
ALIAKSANDRA,JOLANTA,WIŚNIEWSKA,17-11-1974
DOROTA,LUDWIKA,TRZCIŃSKA,09-04-1964
JANINA,MAŁGORZATA,BARAN,18-08-1945
MONIKA,KAROLINA,SALAMON,22-04-2014
DIANA,STEFANIA,JARZYNA,05-11-2011
MAJA,URSZULA,LEBDA,03-04-1973
MARIA,BOŻENA,WOJTASZEK,15-09-2012
MARIA,ANNA,BARTOSIK,10-06-1960
OLGA,MARIA,RUTKOWSKA,10-08-1925
YAHELY,MARIA,NICIPORUK,27-12-2021
ZUZANNA,TERESA,KOZIEŁ,24-11-1925
YULIYA,MARIA,JASTRZĄB,12-04-2008
TERESA,ŁUCJA,WAŁĘGA,09-05-2021
OLIWIA,MARIA,DAWIDOWSKA,06-08-1954
RENATA,KAZIMIERA,BOLANOWSKA,13-01-1956
RYTA,EWELINA,SZCZERBIN,24-03-1962
ELŻBIETA,MAŁGORZATA,KOWAL,09-12-1934
ANITA,EWELINA,KOCIOŁEK,07-01-1970
WŁADYSŁAWA,BARBARA,STEFANOWSKA,10-12-1963
EWA,ANNA,KWIATKOWSKA,05-01-1999
MILENA,AGNIESZKA,MAŚLONA,24-02-2024
JANINA,AGNIESZKA,RZEPKA,04-08-1939
TERESA,MARIA,JURKIEWICZ,27-05-1986
AGATA,KATARZYNA,SARNAT,19-02-1993
MARTA,ANNA,NOWIKOWSKA,08-05-1934
IZABELA,WIOLETTA,ULATOWSKA,01-12-1956
STANISŁAWA,MALWINA,NIEMCZYN,08-11-1952
EWA,JUSTYNA,KAMIŃSKA,25-08-1960
HANNA,MAGDALENA,WOJCZYK,04-10-1989
GALYNA,MAGDALENA,ROGACKA,02-01-2005
TERESA,JANINA,KITTEL,18-03-1939
LIDIA,MARIA,WITKOWSKA,10-05-2006
MAŁGORZATA,ZDZISŁAWA,OCHAŁ,09-05-1925
KAJA,MAGDALENA,DUDZIŃSKA,23-07-2000
RENATA,ZOFIA,FRĄK,06-03-2018
ANNA,TERESA,WOJDYŁA,18-05-1925
DOROTA,MARIA,POWAŁA,16-03-1987
JOLANTA,MARIA,BALICKA,02-03-1974
KATARZYNA,KRYSTYNA,CZARNECKA,25-11-1989
ILONA,PAULINA,SULARZ,02-12-2016
URSZULA,JULIA,CHYTŁA,24-11-2022
MARTA,SYLWIA,LOMOVTSEVA,21-04-1936
HANNA,MONIKA,SKUPIO,11-03-1946
GRAŻYNA,HALINA,SOBOLEWSKA,24-03-1946
BOŻENA,DANUTA,WOŹNIAK,27-01-1946
BEATA,PATRYCJA,DOBUSH,05-04-1983
MARJA,NATALIA,MOKRZAN,21-01-1970
MONIKA,KATARZYNA,KULCHAK,31-05-1966
ALEKSANDRA,JULIA,RÓŻYCKA,02-05-1932
ANNA,ELŻBIETA,GBUREK,21-08-2004
MAJA,KATARZYNA,GŁODOWSKA,21-01-1939
ALICJA,ANNA,OPREA,18-09-1986
JUSTYNA,AGNIESZKA,RADOSZ,13-08-1953
OLIWIA,ŁUCJA,PIETRAŚ,04-05-2001
BEATA,JADWIGA,MATELSKA,30-11-1939
AGNIESZKA,MARIA,KACZOROWSKA,19-07-1972
PAULINA,MICHALINA,FLEISCHER,10-04-1963
KORNELIA,NATALIA,MICHNA,22-05-1972
BOŻENA,ELŻBIETA,SHAI,16-03-2010
MARZENA,KAROLINA,KAIM,17-05-1940
GABRIELA,REGINA,WIECZOREK,23-08-1926
MICHALINA,WANDA,CHMIELOWSKA,01-02-1960
YANA,IWONA,NIEĆKO,08-06-1928
GRAŻYNA,EDYTA,SZRAMA,21-09-1932
IRENA,ANITA,KOWALEWSKA,19-11-1988
ANITA,LUCYNA,MARCINIAK,13-05-1985
EWA,ANNA,NIEWIADOMA,25-03-2008
EWA,RENATA,SZCZUKA,31-07-1976
ZOFIA,PATRYCJA,DZIĘDZIEL,14-07-1954
MARTA,AGNIESZKA,ZAKHARETS,11-06-2001
KAMILA,EWA,KOMOR,19-02-1940
KRYSTYNA,TERESA,ROLNIK,02-05-1995
MARTA,HALINA,ZAWADZKA,30-12-1960
JOANNA,MAJA,BIELAWSKA,26-09-1966
WERONIKA,KAZIMIERA,ADAMCZEWSKA,20-09-1951
ELŻBIETA,EWA,PIJAJ,31-08-1938
MARYNA,IWONA,KOMARNICKA,12-06-1934
MAJA,ANDŻELIKA,MIELCAREK,26-10-1941
OLENA,MONIKA,SMERLIŃSKA,29-03-2007
MARTA,KATARZYNA,BAZAL,29-08-1935
JUSTYNA,ANNA,GŁUCHOWSKA,29-01-2021
ARLETTA,MARIA,DAŃCZUK,22-07-1934
MAŁGORZATA,MARIA,MAKARUK,24-01-1948
JULIA,MARCELA,TOMASZCZYK,28-02-1991
ALIAKSANDRA,ADELA,WALCZUK,04-04-1965
MAŁGORZATA,BARBARA,CHMIELEWSKA,04-12-1976
SYLWIA,KATARZYNA,PAJDOWSKA,25-02-1957
OKSANA,ROZALIA,JAWORSKA,08-10-1989
HANNA,EWA,WILCZYŃSKA,22-05-1942
OLIWIA,ALICJA,LEWANDOWSKA,14-04-1969
ANNA,DANUTA,BRAŃSKA,07-11-1998
JULIA,EWA,BAHDANOVICH,12-12-1982
MARTA,MARIA,BÓB,16-12-2005
EWA,JULIANNA,KEMPIŃSKA,02-05-1958
PAULINA,ELŻBIETA,JANKOWSKA,05-08-1947
JOANNA,EMILIA,MIKHALKINA,13-01-1958
ALINA,AGNIESZKA,BARANIAK,26-02-2013
ESTERA,TERESA,FEDORUK,17-05-1968
SYLWIA,HANNA,SINDA,09-06-1926
MARIKA,ALEKSANDRA,ZDEB,25-08-1955
MAGDALENA,ZOFIA,KOBUSZEWSKA,23-07-1973
MARGERITA,MARTA,JABŁOŃSKA,11-04-1961
AGATA,ANNA,GOTKOWSKA,13-08-2007
KRYSTYNA,MAŁGORZATA,STACHOWIAK,14-04-1964
ANNA,MARIA,LIWAK,11-10-1968
MARTA,RENATA,BOROWICZ,09-07-1969
JANINA,BARBARA,GAC,12-01-2015
IRYNA,MARTA,WĄCHAL,20-01-1990
MARZENA,HELGA,MIARKA,13-05-1973
WIKTORIA,JADWIGA,ZINIEWICZ,26-04-1999
OLIWIA,MARIA,ŻELAZOWSKA,23-12-1997
MAŁGORZATA,ELŻBIETA,NOWACKA,18-04-1981
ŁUCJA,HALINA,JACHNA,17-02-1979
JOLANTA,MARIA,KOZŁOWSKA,15-03-1956
JADWIGA,KATARZYNA,NOWIŃSKA,06-04-1982
BOGUMIŁA,BARBARA,JASTRZĘBSKA,30-12-1997
JANINA,MARIA,ZAŁĄCZKOWSKA,21-04-1984
IRYNA,KATARZYNA,TOŁPA,08-08-1976
MONIKA,ALEKSANDRA,KARWALA,13-04-2009
SABINA,MAŁGORZATA,PĘCHORZEWSKA,04-02-2024
JULIA,WERONIKA,ORGAN,09-10-1978
SVITLANA,ANNA,PRZEPIÓRA,26-10-2007
BEATA,ZOFIA,NAŁĘCZ,02-04-1925
MARIANNA,IWONA,TALAGA,13-10-2015
JADWIGA,MAŁGORZATA,ŻYŁKA,27-12-2017
AGNIESZKA,MARIA,MARCINKIEWICZ,23-01-1968
STANISŁAWA,JULIA,KIELAR,06-10-1966
TERESA,GABRIELA,LEŚNIAK,14-02-1929
KORNELA,MARIA,MOKRZYCKA,16-01-1993
MONIKA,JOANNA,ŻAK,15-08-1952
MARLENA,ZOFIA,JAGUSZ,03-09-1983
BOGUMIŁA,HELENA,STRUGAŁA,11-04-1964
MAGDALENA,MARIA,NIEDBAŁ,14-06-2020
ANTONINA,MILENA,MIZIOŁEK,22-06-2013
ANNA,HELENA,SZUMAŃSKA,20-02-1950
HALINA,JULIA,MYSŁEK,08-08-1969
MAŁGORZATA,MAGDALENA,POŚPIECH,13-10-1932
BEATA,KAZIMIERA,BARUŚ,11-06-1960
GRAŻYNA,ANNA,CZAJKOWSKA,20-10-1968
GRAŻYNA,MAGDALENA,MALCZEWSKA,14-06-1975
ZDZISŁAWA,JAGODA,CHODKOWSKA,30-05-1947
MAŁGORZATA,JOANNA,PERŁOWSKA,19-03-1980
NATALIA,WŁADYSŁAWA,ROHDE,20-08-1929
AGATA,JADWIGA,GĄSKA,12-11-1968
ALICJA,ANNA,KRAJEWSKA,27-12-1926
JUDYTA,DOROTA,SKRABUCHA,24-11-1929
MARIA,JOANNA,WAWRZYNIAK,01-05-1988
EWA,ANNA,KWIATKOWSKA,26-05-1943
ANNA,FAUSTYNA,OLEINIKOVA,09-03-1971
BARBARA,MARIA,ROGOZIŃSKA,04-06-1948
WIKTORIA,MAŁGORZATA,WIELGOSZ,09-07-1998
KAZIMIERA,PATRYCJA,PRUCHNIAK,23-07-1947
DOROTA,MAGDALENA,STASIAK,06-06-1984
KATARZYNA,MARIA,NAUMCHYK,28-02-1962
PATRYCJA,MARIA,ŻUK,04-06-1938
KARINA,ALINA,MAJER,08-10-1956
PATRYCJA,MAGDALENA,OGRODNICZUK,18-02-1941
NINA,KRYSTYNA,PIEPRZYK,26-02-1963
WERONIKA,ANNA,WIŚNIEWSKA,06-01-1945
WIKTORIA,LILIANNA,DUDEK,26-03-1938
HANNA,MARIA,KLAMA,18-01-1974
ANNA,IZABELA,PYREK,08-03-1975
KAMILA,KATARZYNA,MAĆKOWIAK,07-06-1978
ANNA,LILIANNA,ŻUCHOWSKA,06-07-1936
POLA,EWA,MATYNIA,07-12-1992
DANUTA,NATALIA,SADOWNIK,16-10-1996
HANNA,AGNIESZKA,DEMBOWSKA,28-04-2020
HELENA,MONIKA,SZELĄG,25-09-1940
ANNA,MARIA,GZOWSKA,18-10-2003
WIOLETTA,BARBARA,SUKHINA,02-08-2012
PATRYCJA,KATARZYNA,PAKUŁA,08-12-2022
HELENA,KAMILA,PRZYBEK,23-05-1987
ANNA,ELŻBIETA,ZATON,13-02-1951
JAGODA,MARIA,KLIMEK,28-07-1990
JULIA,MARIA,MAŁYSA,17-04-1938
WIKTORIA,BOŻENA,FIEREK,15-10-1959
JANINA,EWA,SCHREIBER,12-09-2008
JADWIGA,HALINA,PŁOMIŃSKA,17-10-1929
JUSTYNA,TERESA,MAJDA,30-07-1933
IULIIA,EWA,STRYCHOWSKA,13-01-2011
KATARZYNA,MARIA,NIEMIER,09-08-1967
IWONA,HANNA,KUNIO,16-04-1953
MARIA,JUSTYNA,ADAMIEC,20-01-2023
EMMA,KATARZYNA,KUCHARSKA,23-01-1961
MAŁGORZATA,MARIA,KOLAŃCZYK,21-06-1996
BOŻENA,KATARZYNA,KAPANAJKO,24-05-1992
BOŻENA,MILA,ISHCHENKO,07-12-2006
ANTONINA,AGNIESZKA,KĄDZIOŁA,20-07-1967
EWELINA,MARIA,PAJOR,02-05-2008
GERTRUDA,DANUTA,MARUSZAK,23-08-1978
TERESA,DANUTA,OKULSKA,25-04-2009
IRYNA,ANNA,IVANCHUK,12-06-1944
ANETA,ZOFIA,LISEWSKA,01-04-1964
KRYSTYNA,PAULINA,ŁENC,22-10-1980
ALEKSANDRA,HELENA,BĘDZIŃSKA,07-03-1927
ANNA,SYLWIA,ANDRIICHUK,07-07-1950
BARBARA,LUCYNA,PILARCZYK,30-11-1924
ANITA,BARBARA,SZATANIK,25-02-1986
OLIWIA,IWONA,MAKSYMIUK,25-11-1982
ANNA,MARIA,BERNAT,09-10-1973
MARIANA,JADWIGA,NOWAK,29-11-1995
KRYSTYNA,MARIA,KOSIOR,06-02-1933
HENRYKA,EWA,WESSALOWSKA,20-05-1988
KRYSTYNA,ANNA,KHROMA,23-04-1969
SYLWIA,MARIA,SOZAŃSKA,03-12-2006
ALEKSANDRA,KAZIMIERA,GRZEBYK,27-08-2001
IWONA,KATARZYNA,FRYT,21-02-2003
JULITA,ALEKSANDRA,BUZANOWSKA,24-03-1961
PATRYCJA,IZABELA,SIWCZAK,23-12-1970
GRAŻYNA,MARIA,PODGAJECKA,08-07-1994
REGINA,EWA,ISKRA,16-05-1938
KORNELIA,BARBARA,TUCZAPSKA,19-04-1991
IZABELA,ANIELA,MRZYGŁÓD,04-02-1974
KAROLINA,JADWIGA,KULESZA,10-02-1970
ELŻBIETA,WIESŁAWA,JANOWICZ,10-04-1925
JULIA,MARIA,FARYN,19-01-1933
JUSTYNA,MARIA,MYLIAIEVA,11-06-2019
MARTA,ANNA,HALWA,04-10-1942
ANNA,KARMEN,ZAKRZEWSKA,05-10-2022
JULIA,ANNA,RADKO,04-12-1928
RENATA,MAJA,MAJEWSKA,29-06-1969
EWELINA,EULALIA,AMBROŻEWICZ,15-11-1982
SARA,EWA,CHUTAK,19-05-1958
SYLWIA,MATYLDA,JABŁOŃSKA,28-09-1974
MARIA,ANNA,BRYŁA,21-11-1957
YEVHENIIA,MARIA,LICZNERSKA,29-05-1978
DAGMARA,STANISŁAWA,STANISZEWSKA,04-09-1961
IRENA,CELINA,TYL,15-12-1943
HELENA,PAULINA,SZYDŁOWSKA,08-12-1980
KRYSTYNA,BEATA,NOWAKOWSKA,11-08-1972
DANUTA,MARIA,IZYDORCZYK,23-06-1926
RENATA,ZOFIA,DWORAK,23-08-1973
INNA,MAŁGORZATA,GŁOWIŃSKA,11-09-1942
TERESA,TERESA,CZERWIŃSKA,21-06-2014
MAŁGORZATA,IWONA,GARDYŃSKA,01-10-1944
JANINA,KAZIMIERA,TROJANOWSKA,14-07-1983
KAROLINA,MARIA,KISIEL,07-05-2014
JANINA,EMMA,KULIK,17-04-1959
ŻANETA,KATARZYNA,MAJCHROWSKA,08-03-2015
IZABELA,KATARZYNA,FALKOWSKA,23-03-2013
NELIA,MARTYNA,PODSIADŁO,14-05-1925
HALINA,WERONIKA,CZARNOWSKA,26-07-2023
DARIA,RENATA,KARAWASILIS,14-04-1967
BEATA,MARIA,SOBCZAK,11-05-1981
DOROTA,HELENA,KUNOWSKA,29-07-1996
NIKOLA,ANNA,FILISIEWICZ,28-02-2000
FELICJA,MARIA,CHMIELEWSKA,10-05-1953
TETIANA,EWA,RAWSKA,10-09-1971
KATARZYNA,PAULINA,DUKAT,05-12-1952
AGNIESZKA,MAŁGORZATA,ADAMSKA,19-09-1940
EWA,LUCYNA,GAJLEWICZ,17-01-1931
JUSTYNA,NATALIA,LIZIK,29-12-1969
ANNA,KATARZYNA,MOKRY,22-01-1966
IWONA,BARBARA,POKHYLENKO,15-02-1934
MAŁGORZATA,LEOKADIA,KLĘKA,31-05-1988
JÓZEFA,ZOFIA,WIŚNIEWSKA,07-02-1928
JADWIGA,DANUTA,WIDERA,16-07-1946
WERONIKA,BARBARA,MALINOWSKA,01-02-1996
MONIKA,DOROTA,SZYMBOR,21-02-1952
ANITA,ANNA,GÓRNIAK,17-01-1949
WIKTORIA,MARIA,DĄBROWA,15-11-1993
ELŻBIETA,LILIA,BAR,16-10-1983
MAGDALENA,NATALIA,MILEWSKA,06-11-1968
AMELIA,MARIA,MROCZYŃSKA,19-06-1997
BARBARA,MARIA,KILISZEK,05-06-1928
NATALIA,IRENA,TOPOLSKA,13-12-1997
NOA,ANGELIKA,DŁUGOSZ,06-06-1930
KRYSTYNA,BOŻENA,BEKACZ,25-12-1995
EWA,ELŻBIETA,STACH,13-02-2022
ANKITA,JOLANTA,NOWAK,13-10-1966
AGNIESZKA,JULIA,ĆWOK,26-11-1954
ANNA,KAMILA,GOLEWSKA,24-12-1971
MAŁGORZATA,DANUTA,SANIUTYCZ-KUROCZYCKA,17-04-1971
MARTA,TERESA,LASOŃCZYK,20-06-2021
IZABELA,BOGUMIŁA,JASKÓŁKA,11-01-1933
MAJA,URSZULA,GŁOWACKA,23-04-1971
ANGELIKA,AGNIESZKA,ŚWIĄTEK,02-06-1948
MARTA,PATRYCJA,WYCZESANY,27-11-1928
URSZULA,PAULINA,SYLMAN,23-12-2006
KLAUDIA,TERESA,RATAJCZAK,01-10-1929
NATALIA,ZOFIA,WOJTÓW,24-08-2009
AGNIESZKA,KAROLINA,WCZASEK,13-04-1959
RENATA,KATARZYNA,KACZMARCZYK,05-08-1926
BOŻENA,JADWIGA,KONDRATIUK,09-09-1966
MARIA,MARIA,WAWRZYCZEK,17-04-1954
ELŻBIETA,AURELIA,ZYGMUNT,27-03-1941
PAULINA,JANINA,RYBAK,20-11-1955
PATRYCJA,ANNA,STYCZYŃSKA,22-03-1966
AGNIESZKA,AGATA,KORNAK,01-03-1998
MARIA,EWA,KUBIŚ,24-05-1956
QUYÊN,BARBARA,SURAJEWSKA,05-09-1982
KAZIMIERA,ANNA,TRUDZIK,06-11-2022
HELENA,MARIA,SZYMCZAK,08-08-1993
ANNA,MARIA,KASPRZAK,07-10-2000
IZABELA,HELENA,SIUDAK,02-08-1984
KATARZYNA,KLARA,ROLICZ,08-06-2021
PAULINA,BARBARA,RADZISZEWSKA,02-01-1928
WIKTORIA,PAULINA,KIDAWA,08-01-2006
NADIIA,EWA,ZALEWSKA,23-10-1991
KLAUDIA,BARBARA,POLCYN,02-01-1989
ALICJA,ELŻBIETA,GROMAK,02-08-1943
JOLANTA,AGNIESZKA,MAKOWSKA,23-11-1943
ANNA,MAŁGORZATA,GĄSIOREK,16-11-1948
ALEKSANDRA,AGNIESZKA,BOHDANOWICZ,14-01-1992
MAGDA,BARBARA,KUŚMIERZ,11-04-1977
ANASTASIIA,PATRYCJA,SZCZAP,15-06-2012
IRENA,HELENA,BŁASZCZYK,20-06-2019
MICHALINA,MARIA,STRYCHARSKA,13-01-2004
KAROLINA,ANNA,MAJEWSKA,10-04-1964
BOŻENA,ANNA,KWIATKOWSKA,23-02-1940
KRYSTYNA,IRENA,ŻŁOBIŃSKA,29-03-1982
AMIRA,MARIA,BRZOZOWSKA,17-02-1946
IRENA,EDWARDA,MACIEJEWSKA,10-10-1960
KRYSTYNA,IRENA,OSENKOWSKA,08-06-1948
ZOFIA,ROZALIA,MIKA,19-12-1939
WERONIKA,JADWIGA,VOLIANSKA,29-09-1934
LILIANA,MARIA,HOJNOR,23-06-1982
WIOLETA,EWA,BLADY,23-07-1969
YULIIA,ELŻBIETA,REGULSKA,24-01-2007
ALEKSANDRA,JÓZEFA,JAKUBOWSKA,30-05-1986
WERONIKA,BARBARA,STEFAŃSKA,06-05-1947
MONIKA,KLAUDIA,BAKOWICZ,04-08-1997
ŁUCJA,ANNA,DOMINIAK,26-09-2019
IWONA,MARIA,JANIAK,07-11-2020
ALEKSANDRA,KRYSTYNA,MELLEN,09-05-1951
JOLANTA,MARIA,JĘDRZEJCZAK,04-01-1974
KRYSTYNA,DOMINIKA,ŻUR,27-12-1942
MAŁGORZATA,MARIA,DANIELEWICZ,18-05-1996
JUSTYNA,MARGIT,BOGUSZ,28-03-1932
WANDA,KAROLINA,TYBURSKA,21-11-1993
MARZENA,PATRYCJA,NOWAK,22-10-2017
LENA,ANNA,MILLER,22-08-1957
GVANTSA,JULIA,ROSZKOWSKA,11-02-2017
ZUZANNA,NATALIA,MICHALSKA,11-11-1990
KATERYNA,MAŁGORZATA,PLATEN,05-06-1964
ZOFIA,MAGDALENA,SOBCZAK,22-07-1987
AGATA,KAMILA,BANDARENKA,21-12-1954
MARIA,TERESA,JANKOWSKA,20-06-2009
KARINA,JADWIGA,ŚLADOWSKA,21-06-1948
TERESA,WIESŁAWA,JÓZIAK,25-02-2007
JOANNA,KATARZYNA,SĘCZKOWSKA,21-01-1997
YULIIA,DANUTA,BIELA,29-06-1948
JOANNA,JANINA,OGÓREK,15-02-1998
GRAŻYNA,FRANCISZKA,SERWA,13-04-1927
LIUBOV,ALICJA,MARCINIAK,30-08-2013
NATALIA,WIOLETA,KUCZAK,20-04-1958
ANETA,ZOFIA,TABASZ,30-03-2004
MAŁGORZATA,MARIA,FOSZCZ,21-02-1947
MAŁGORZATA,JANINA,SZOSTAK,06-10-1949
MARTYNA,TATIANA,BINDEK,20-01-1950
JOLANTA,BEATA,CHOROSZEWICZ,27-11-1983
JOLANTA,STEFANIA,BURA,17-10-1944
NINA,MONIKA,POMAIBA,09-01-1990
SYLWIA,JANINA,RYBA,29-03-1970
LILIANA,LEOKADIA,BZHESTOVSKA,21-12-1971
RENATA,ZOFIA,TOMASZEWSKA,24-08-1963
KORA,ADRIANA,GRONOWSKA,30-09-1969
KHRYSTYNA,ALICJA,VAZHNIUK,11-08-1953
JULIA,ELŻBIETA,ZIELIŃSKA,26-10-1949
HALINA,BARBARA,MAZGAJ,05-07-1965
BARBARA,DOMINIKA,GRZMIEL,06-06-1970
LENA,MAGDALENA,RUDYK,23-09-1987
WANDA,SOFIA,SHUTA,22-10-1977
WIESŁAWA,LUCYNA,VIZNOVYCH,09-12-1949
ZOFIA,BARBARA,KIERZEL,11-10-2013
MIROSŁAWA,MONIKA,PETRASHCHUK,11-08-1933
KAMILA,AURELIA,HALLGREN,04-04-1948
SYLWIA,BARBARA,GOŁUBCZYK,03-09-1927
PAULINA,DOMINIKA,OŻUPKO,03-10-1987
BARBARA,DOMINIKA,BEZAK,12-09-2012
ALICJA,MARIA,CZYŻOWSKA,22-06-1928
MILENA,MARTA,OSTROWSKA,09-06-1925
JOANNA,ALICJA,SZCZEPAŃSKA,08-06-1925
BOGUSŁAWA,KRYSTYNA,SKWORZEC,05-02-1970
KRYSTYNA,MAŁGORZATA,KALICIŃSKA,07-03-1961
JOANNA,DANUTA,KONIECZNA,27-05-1971
TETIANA,EWA,KOŃCZAK,08-09-1988
JULIA,JOLANTA,TRUBA,15-11-1937
KLAUDIA,ANNA,FATUŁA,28-07-1984
MAGDALENA,ZOFIA,STEFAN,15-09-1964
MILENA,EWA,KRAJEWSKA,22-01-2017
KRYSTYNA,MARIA,NEHRING,27-12-1956
KRYSTYNA,BOGUMIŁA,ZBRZEŹNIAK,13-10-1935
AGNIESZKA,KATARZYNA,GROSS,30-09-2006
HEORHINA,BARBARA,SIEROSZEWSKA,03-07-2012
MARIA,MARIA,CIULKIN,26-05-1992
RENATA,IWONA,NETWINKO,31-03-1966
DANUTA,CECYLIA,SZLACHTA,04-07-1937
AGATA,AGNIESZKA,DROZD,07-04-1939
ANNA,EWELINA,ZAWADZKA,29-05-1968
SŁAWOMIRA,MARIA,ŁEMPICKA,27-02-1944
MAGDALENA,KATARZYNA,JELEŃ,01-02-1946
MARIA,KRYSTYNA,ŁUKASIK,25-04-2010
SVITLANA,TERESA,KARWANECKA,25-05-1936
JOLANTA,DARIA,ZAJĄC,16-09-1929
YULIYA,KAROLINA,KUKIEŁA,27-07-1948
ORIANA,ALEKSANDRA,KUCHARSKA,26-06-1939
DOROTA,ANETTA,MAJKA,08-01-1957
JAGODA,MAGDALENA,STASIAK,09-09-1941
MAGDALENA,MARZENA,LEŃ,18-06-1970
JULIA,DOROTA,JÓŹWIK,11-06-1963
ELŻBIETA,BOGUSŁAWA,ŚWIDER,18-10-1976
PAULINA,MARIA,OLEJNIK,20-01-2021
ANNA,MARTYNA,PIĄTYSZEK,03-08-2008
BOGUSŁAWA,EWA,WINCEK,15-05-1994
MIROSŁAWA,TERESA,MALINA,09-12-1927
TERESA,BOGUMIŁA,BĘBEN,27-10-1934
NATEŁA,MARIA,MIKOŁAJCZYK,04-09-1924
BEATA,MONIKA,ROGOWSKA,03-02-1990
ARLETTA,JÓZEFA,KORUSIEWICZ,30-12-2014
WERONIKA,WERONIKA,POLKH,21-04-1999
MARZENA,EWA,KARBOWIAK,31-03-1987
KALINA,DOROTA,WIERCIŃSKA,07-03-1989
PAULA,PAULINA,ADAMEK,03-01-1952
WIKTORIA,KRYSTYNA,JAROSZEK,21-09-1946
EMILIA,ANNA,KUROSZCZYK,31-07-1948
MAŁGORZATA,ANNA,FIBAK,03-12-1942
BEATA,GENOWEFA,POLSKA,24-07-2022
OLHA,ROZALIA,KRÓL,25-12-1985
MONIKA,ANNA,BAJO,09-06-1973
HONORATA,WANDA,LAPANAVA,06-08-1992
MALWINA,IRENA,MICHTA,15-07-1932
AGNIESZKA,ŁUCJA,POLAŃSKA,23-09-2021
CINTIA,ANNA,KROSNOWSKA,13-10-1940
NATALIA,EDYTA,VITÁN,28-01-1927
NADZIEJA,SYLWIA,KOCJAN,23-03-1979
ALEKSANDRA,ELŻBIETA,ŻMIJ,03-03-1985
ANASTASIJA,CARMELINA,ŚWIZDOR,31-01-1957
MARTA,ANNA,RUCZYŃSKA,11-12-1944
KRYSTYNA,MARIA,MIERZWA,18-02-2010
ZUZANNA,BARBARA,KOŁODZIEJSKA,03-04-1988
IZABELA,ANNA,ZALEWSKA,03-01-2017
HELENA,ANNA,SŁOMKA,12-01-1987
PATRYCJA,ANETA,STĘPNIAK,14-12-1998
NATASZA,JOLANTA,PIOTROWSKA,01-06-2010
MARLENA,JOANNA,GRZECH,17-12-1944
ANNA,ZOFIA,OSADCHA,11-10-2005
ELŻBIETA,ŁUCJA,MICHALSKA,07-02-1969
JADWIGA,ALICJA,ADWENT,10-11-1968
KATERYNA,DANUTA,RACHWALSKA,26-04-2016
MAGDA,KATARZYNA,CHOMAŃSKA,13-06-1966
EDYTA,JAROSŁAWA,FEDOROVA,14-10-1970
DANUTA,DANUTA,SZALA,15-09-1932
NIKOLA,BOGUSŁAWA,CZUTA,07-08-1950
KATARZYNA,GRAŻYNA,PATER,04-08-1951
JOANNA,ARLETA,MICHALSKA,06-05-2022
EWA,MARIA,GARDZIEJEWSKA,19-01-1976
OLIWIA,ALINA,YURKOVSKA,19-06-1958
ANNA,KRYSTYNA,GĄGAŁA,26-12-1965
AGATA,URSZULA,SZYMAŃSKA,20-08-1999
CELINA,ANNA,SOKOŁOWSKA,28-09-1940
EWA,WIKTORIA,WOŹNIAK,12-12-1952
ALINA,MAŁGORZATA,PACH,14-02-1997
RENATA,WIESŁAWA,REINHOLD,23-02-1971
VERONIKA,ANNA,KOCHUBEY,15-11-2006
ZUZANNA,DOROTA,ORŁOWSKA,23-12-2008
DOROTA,WERONIKA,RUTKOWSKA,03-04-1979
EWA,ZOFIA,KUKUŁKA,03-04-2011
JOLANTA,TERESA,JACHYMIAK,30-08-1937
YULIIA,BARBARA,STARZ,10-02-1935
MAJA,MARIA,LENIART,23-01-1977
LUCYNA,ALEKSANDRA,KOSTRITSYNA,18-04-1972
NIKOLA,WERONIKA,CHRAPEK,18-01-1967
ANNA,KATARZYNA,FIKSIAK,15-06-1996
BARBARA,WŁADYSŁAWA,SMOLEŃ,01-06-1972
STANISŁAWA,MARIA,WASYL,30-10-1935
MAŁGORZATA,EWA,SOBKOWIAK,18-10-1943
